0	1642	2.0
0	1643	4.0
0	1644	3.5
0	1645	3.0
0	1646	4.0
0	1647	3.5
0	1648	3.5
0	1649	3.0
0	1650	2.5
0	1651	4.0
0	1652	4.0
0	1653	4.0
1	1654	2.0
2	1655	0.5
2	1656	1.0
2	1657	4.0
2	1658	3.0
2	1659	4.0
2	1660	4.0
2	1661	2.5
2	1662	1.5
2	1663	2.0
2	1664	3.0
2	1665	4.0
2	1666	1.5
2	1667	1.0
2	1668	4.0
2	1669	3.0
2	1670	3.0
2	1671	4.0
2	1672	3.0
2	1673	2.0
2	1674	2.5
2	1675	3.0
2	1676	4.0
2	1677	2.0
2	1678	2.0
2	1679	2.0
2	1680	4.0
2	1681	4.0
2	1682	4.0
2	1683	0.5
2	1684	4.0
2	1685	4.0
2	1686	2.5
2	1687	1.0
2	1688	2.5
2	1689	4.0
2	1690	3.0
2	1691	4.0
2	1692	0.5
2	1693	4.0
2	1694	4.0
2	1695	4.0
2	1696	2.5
2	1697	2.5
2	1698	0.5
2	1699	4.0
2	1700	4.0
2	1701	4.0
2	1702	0.5
2	1703	4.0
2	1704	1.5
2	1705	4.0
2	1706	0.5
2	1707	4.0
2	1708	4.0
2	1647	0.5
2	1709	4.0
2	1710	3.0
2	1711	2.5
2	1712	4.0
2	1713	2.5
2	1714	0.5
2	1715	2.5
2	1716	3.5
2	1717	0.5
2	1718	3.5
2	1719	4.0
2	1720	2.0
2	1721	2.5
2	1722	2.0
2	1723	3.5
2	1724	2.5
2	1725	3.5
2	1726	3.0
2	1727	3.5
2	1728	3.5
2	1729	2.5
2	1730	0.5
2	1731	3.5
2	1732	1.0
2	1733	2.5
2	1734	1.0
2	1735	4.0
2	1736	3.0
2	1737	4.0
2	1738	4.0
2	1739	2.5
2	1740	3.0
2	1741	0.5
2	1742	3.0
2	1743	4.0
2	1744	4.0
2	1745	2.0
2	1746	3.0
2	1747	3.0
2	1748	4.0
2	1749	0.5
2	1750	3.0
2	1751	4.0
2	1752	4.0
2	1753	3.0
2	1754	1.0
2	1755	4.0
2	1756	4.0
2	1757	1.0
2	1758	4.0
2	1759	4.0
2	1760	2.0
2	1761	2.5
2	1762	2.0
2	1763	2.0
2	1764	3.5
2	1765	3.5
2	1766	2.5
2	1767	4.0
2	1768	0.5
2	1769	0.5
2	1770	4.0
2	1771	2.5
2	1772	2.5
2	1773	4.0
2	1774	3.5
2	1775	2.5
2	1776	3.5
2	1777	4.0
2	1778	1.0
2	1779	1.5
2	1780	3.0
2	1781	2.5
2	1782	4.0
2	1783	4.0
2	1784	1.5
2	1785	4.0
2	1786	4.0
2	1787	1.5
2	1788	4.0
2	1789	3.5
2	1790	3.5
2	1791	2.0
2	1651	3.5
2	1792	4.0
2	1793	3.5
2	1794	2.0
2	1795	1.5
2	1796	4.0
2	1797	1.5
2	1798	1.5
2	1799	4.0
2	1800	1.5
2	1801	3.0
2	1802	4.0
2	1803	4.0
2	1804	3.0
2	1805	3.5
2	1806	3.0
2	1807	4.0
2	1808	4.0
2	1809	4.0
2	1810	3.5
2	1811	2.0
2	1812	1.0
2	1813	0.5
2	1814	2.0
2	1815	4.0
2	1816	1.0
2	1817	3.5
2	1818	2.5
2	1819	4.0
2	1820	2.5
2	1821	2.5
2	1822	4.0
2	1823	3.0
2	1824	2.0
2	1825	1.0
2	1826	2.5
2	1827	3.0
2	1828	2.5
2	1829	4.0
2	1830	4.0
2	1831	4.0
2	1832	2.5
2	1833	4.0
2	1834	4.0
2	1835	3.5
2	1836	1.5
2	1837	1.5
2	1838	3.0
